id,name,salary_from,salary_to,currency,company,city,experience,employment,description,url,published_at,key_skills,search_keyword
117140634,Системный аналитик,,,,ГК ПРОМО,Москва,От 3 до 6 лет,Полная занятость,"<p><strong>PROMO IT </strong>— российская аккредитованная IT-компания, которая предоставляет услуги по созданию уникальных цифровых решений для среднего и крупного бизнеса (финансовый и государственный сектор, ритейл и телеком).<br />Охватываем до 15 технологических направлений.<br /><br />В связи со значительным расширением портфеля проектов по разработке программного обеспечения мы ищем<br /><strong>Системного аналитика (Middle/Middle+/Senior)</strong></p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>Сбор и формулирование бизнес- требований;</li> <li>Описание бизнес процессов согласно утвержденным в компании требованиям;</li> <li>Формализация требований на доработку функциональности веб/мобильного приложения;</li> <li>Сопровождение разработки и тестирования;</li> <li>Приемка разработанного функционала;</li> <li>Демонстрация готовых решений бизнес- заказчикам.</li> </ul> <p><strong>Для нас приоритетны следующие знания и опыт:</strong></p> <ul> <li>Опыт работы в роли системного аналитика не менее 3-х лет;</li> <li>Опыт разработки требования для WEB и мобильного приложения;</li> <li>Понимание принципов построения микросервисной архитектуры;</li> <li>Понимание возможных способов интеграций между системами;</li> <li>Знание и практические навыки работы с REST API;</li> <li>Навыки графического описания бизнес-процессов и интеграционных взаимодействий;</li> <li>Опыт работы с высоконагруженными системами.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Работу с вовлеченным коллективом;</li> <li>Полностью удаленный формат работы;</li> <li>Полный рабочий день 5/2 с гибким началом рабочего дня;</li> <li>Проекты с современным стеком, архитектурными решениями;</li> <li>Достойную, конкурентную заработную плату.<br /><br />Мы ждем тебя в команду PROMO IT!</li> </ul>",https://hh.ru/vacancy/117140634,2025-04-11,"['SQL', 'UML', 'BPMN', 'SOAP', 'REST', 'Системный анализ']",Системный аналитик
117156711,Консультант-аналитик 1С,200000.0,,RUR,Киномакс,Москва,От 3 до 6 лет,Полная занятость,"<strong>Обязанности:</strong> <ul> <li>Поддержка пользователей по работе в 1С:Бухгалтерия Корп 3.0 (БИТ:Финанс), ЗУП 3.1 Корп, 1С:Документооборот 3.0.</li> <li>Консультации пользователей по вопросам работы с программами.</li> <li>Разработка ТЗ и постановка задач разработчикам.</li> <li>Тестирование результатов разработки.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Знание основных механизмов платформы 1С. Отличное знание возможностей типовых продуктов 1С (Бухгалтерия КОРП 3.0, ЗУП 3.1). </li> <li>Опыт работы в поддержке пользователей на 1С 8.х от 3 лет.</li> <li>Умение грамотно и корректно общаться с пользователями. </li> <li>Умение переложить мысли и требования заказчика в формализованный документ для разработчика. Умение читать/составлять bpmn схемы.</li> <li>Умение работать с конфигуратором и применять отладчик, является серьезным преимуществом.</li> </ul> <strong>Условия:</strong> <ul> <li>График работы 5/2, с 9. 15 - 18.15 (время начала рабочего дня обсуждается), <strong><em>не предполагается ни удаленная работа, ни гибридный график;</em></strong></li> <li>Оформление согласно ТК РФ, частичная компенсация питания, возможные квартальные премии.</li> <li>Офис в 20 минутах пешком от ст.м. Парк победы, м. Багратионовская, ул. Василисы Кожиной 1.</li> </ul>",https://hh.ru/vacancy/117156711,2025-04-15,[],Аналитик 1С
117157603,Аналитик данных,77000.0,,RUR,ЛИМАК,Липецк,От 1 года до 3 лет,Полная занятость,"<p><strong>Обязанности:</strong></p> <p>- Составление Ежедневной/Еженедельной/Ежемесячной/Ежеквартальной/Годовой отчётности по различным направлениям и форматам;<br />- Репортинг аналитических продуктов с детальным описанием изменений и визуализацией;<br />- Составление аналитических записок и письменных заключений;<br />- Проведение и подготовка презентаций;<br />- Получение и обработка обратной связи по аналитическим продуктам;</p> <p>- Запуск новых аналитических продуктов;</p> <p>- Оптимизация аналитических продуктов;</p> <p>- Написание ТЗ в Отдел Ведения Баз Данных и ЦНСИ;</p> <p>- Кросс-функциональное взаимодействие с другими подразделениями для сбора необходимой информации и её последующей консолидации;</p> <p>- Создание и поддержание инструкций в рамках выделенной зоны ответственности;</p> <p>- Консультирование пользователей относительно аналитических продуктов;</p> <p>- Подготовка информации по запросу руководства. ​​​​​​​</p> <p><strong>Требования:</strong></p> <p>- Высшее образование;<br />- Продвинутый уровень владения Excel (функции, сводные таблицы, подключения к базам данных, VBA);</p> <p>- Базовый уровень владения Power Query и Power Pivot;<br />- Опыт работы с Power BI или другими BI-системами;</p> <p>- Опыт работы создания презентаций;<br />- Математический склад ума, ответственность, внимательность к деталям, рациональный подход, желание развиваться.</p> <p><strong>Условия:</strong></p> <p>- Работа в стабильной компании, соц. пакет;<br />- График 5/2.</p> <p> </p>",https://hh.ru/vacancy/117157603,2025-04-03,[],Аналитик данных
117160212,Экономист/ инвестиционный аналитик,,,,"Ресурс, ГАП",Ростов-на-Дону,От 3 до 6 лет,Полная занятость,"<p><strong>Группа агропредприятий «Ресурс» работает на рынке с 2002 года, является одним из крупнейших российских производителей продовольственной продукции и занимает ведущие позиции среди отечественных экспортеров мяса птицы и подсолнечного масла.</strong></p> <p>В Ростовском офисе Компании открыта вакансия<strong> Экономист, инвестиционный контролер/аналитик</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Оценка эффективности инвестиционных проектов, приобретение активов. Выявление резервов для повышения эффективности;</li> <li>Методологическое участие в автоматизации процессов учета, планирования, бюджетирования;</li> <li>Выполнение отдельных аналитических запросов;</li> <li>Построение взаимодействия с сотрудниками смежных структур в части форматов, своевременности предоставления информации;</li> </ul> <strong>Требования:</strong> <ul> <li> <p>Знание классических видов экономического анализа: сравнительный, динамический, факторный;</p> </li> <li> <p>Моделирование, прогнозирование, построение трендов;</p> </li> <li> <p>Умение работы с большими массивами данных;</p> </li> <li> <p>Опыт работы с MS Excel на уровне продвинутого пользователя;</p> </li> <li>Опыт работы в 1С (желательно);</li> <li> <p>Анализ показателей деятельности компании: продажи, производство, логистика;</p> </li> <li> <p>Оценка эффективности инвестиционных проектов (NPV, IRR, PI).</p> </li> </ul> <strong>Условия:</strong> <ul> <li>Оформление в соответствии с трудовым законодательством, предоставление социального пакета в полном объеме;</li> <li>Работа в стабильной компании, крупнейшем отечественном производителе и экспортере продукции из мяса птицы;</li> <li> <p>Возможность обучения, развития и карьерного роста;</p> </li> <li> <p>Стабильная выплата всех мотивационных и компенсационных составляющих.</p> </li> </ul>",https://hh.ru/vacancy/117160212,2025-04-02,[],Investment Analyst
117183086,"Консультант-Аналитик 1С:ERP, ДО (офис в Кольцово)",180000.0,200000.0,RUR,Novatex (ИП Крапивин Игорь Валерьевич),Екатеринбург,От 1 года до 3 лет,Полная занятость,"<p><strong>Novatex</strong> – лидер на рынке производства экипировки для охоты, рыбалки, туризма, тактики и активного образа жизни.</p> <p><strong>С 2008 года</strong> мы разрабатываем и производим функциональную экипировку.</p> <p><strong>Наша команда -</strong>профессионалы своего дела и увлеченные охотники, рыболовы и покорители природы.</p> <p><strong>Производственные площадки</strong> расположены в России и странах СНГ.</p> <p><strong>Нашими клиентами</strong> являются более 1000 магазинов по России и СНГ.</p> <p><strong>НАША МИССИЯ: </strong>Помогать активным людям покорять пространства с помощью надежной экипировки.</p> <p><strong>НАШИ ЦЕННОСТИ:</strong></p> <p><strong>1-</strong>Работай в команде</p> <p><strong>2-</strong>Будь вовлечен и эффективен</p> <p><strong>3-</strong>Стремись к совершенству</p> <p><strong>4-</strong>Будь ответственным и честным</p> <p><strong>5-</strong>Будь энергичен и смел</p> <p><strong>6-</strong>Цени время свое и каждого</p> <p><strong>Что мы ждем от кандидата:</strong></p> <ul> <li>Высшее образование, будет преимуществом;</li> <li>Опыт работы от 1 года в роли аналитика 1С <strong>на производственном предприятии;</strong></li> <li>Понимание производственного процесса;</li> <li>Аналитическое мышление, системный подход к работе, нацеленность на результат</li> <li>Порядочность и способность продуктивно работать без пристального административного контроля.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Сопровождение и администрирование 1С пользователей</li> <li>Опыт разработки (создания, доработки) отчетов – приветствуется</li> <li>Поиск и устранение ошибок при отражении операционной и управленческой деятельности</li> </ul> <p><strong>Требования:</strong></p> <p>Знание:</p> <ul> <li>1С предприятие 8.3 (ERP, CRM, Бухгалтерия, ЗУП, Документооборот, РМК, Аналитика)</li> <li>Основы оперативного учета производственных процессов, оптовой и розничной торговли, торговли на маркетплейсах.</li> <li>Понимание управленческого, бухгалтерского и налогового учета.</li> </ul> <p>Мягкие навыки:</p> <ul> <li>Развитые коммуникативные способности, способность к обучению</li> </ul> <p><strong>Условия работы:</strong></p> <ul> <li> <p>Официальное трудоустройство с первого дня.</p> </li> <li> <p>График работы с 8-30 до 17-30, сб/вс выходные.</p> </li> <li> <p>Удалённый формат работы невозможен, только офис.</p> </li> <li> <p>Возможность финансового и карьерного роста.</p> </li> <li> <p>Обучение за счет компании.</p> </li> <li> <p>Насыщенная корпоративная жизнь (спортивные мероприятия, праздники и т.д.).</p> </li> <li> <p>Работа в крепкой и сплоченной команде профессионалов.</p> </li> <li> <p>Место работы: район Кольцово, Арамильский тракт, 21-й км (доставка служебным транспортом от м.Ботаническая).</p> </li> </ul>",https://hh.ru/vacancy/117183086,2025-04-21,"['1С программирование', '1С-Битрикс', 'Битрикс24', 'Автоматизация бизнес-процессов', '1С: Предприятие 8', '1С: Бухгалтерия', '1С: Управление Торговлей', 'Обновление конфигурации 1С', '1C: ERP', 'ERP-системы на базе 1С', 'Основы баз данных', 'Постановка задач разработчикам', 'Системная интеграция', 'Оптимизация кода', 'Автоматизация процессов', 'Конфигурационное тестирование', 'Разработка технических заданий', 'Оптимизация бизнес-процессов']",Аналитик 1С
117213641,Системный аналитик,,,,UserGate,Москва,От 3 до 6 лет,Полная занятость,"<p>24 часа в сутки мы детектируем атаки и с максимальной скоростью разрабатываем и публикуем рекомендации по защите информации наших клиентов.</p> <p><strong>UserGate</strong> вкладывает много ресурсов в развитие технологий. Это далеко не норма в нашей отрасли, где можно получить относительно быстрый результат, используя программное обеспечение с открытым кодом. Мы вкладываемся в развитие собственной аппаратной части, в исследование новых высокопроизводительных алгоритмов, развитие собственных решений, основанных на собственном коде и экспертизе. Мы больше чем софтовая компания – мы создаем и развиваем технологии.</p> <p><strong>Наша миссия</strong> – защита инфраструктуры цифрового мира технологиями, которым доверяют вне зависимости от границ.</p> <p>В связи с ростом проектов мы расширяем команду <strong>системных аналитиков</strong>. Ищем тех, кто хочет быть не просто исполнителем, а профессионалом, который знает что, зачем и почему он делает.</p> <p><strong>Чем предстоит заниматься:</strong>​​​</p> <ul> <li>Разбираться в деталях реализации сложных технологических решений в области сетевой безопасности</li> <li>Собирать и анализировать требования на разработку ПО, источником которых может быть владелец продукта, внешние заказчики или другие подразделения компании;</li> <li>Совместно с командой искать и прорабатывать решения для поставленных задач</li> <li>Разрабатывать и документировать системные требования к продуктам, управлять требованиями, участвовать в разработке пользовательских интерфейсов и консультировать в разработке пользовательской документации</li> </ul> <p><strong>Что мы ждем:</strong></p> <ul> <li>Опыт работы в роли системного аналитика от 3-х лет в сложных корпоративных продуктах;</li> <li>Высокий уровень самоорганизации и опыт работы в условиях самостоятельного исследования и проработки новых предметных областей;</li> <li>Системное мышление и отличные коммуникативные навыки;</li> <li>Умение быстро осваивать новый материал;</li> <li>Технический английский – свободное чтение документации</li> </ul> <p> </p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>достойную оплату труда (обсуждаем на собеседовании);</li> <li>гибкий график работы – смещенное начало и окончание рабочего дня, гибридный формат работы;</li> <li>возможность оперативно брать дни отпуска, а также брать в течение года 3 дня больничных без больничного листа с полной оплатой (в первый год - 1 день);</li> <li>трудоустройство по ТК РФ;</li> <li>бенефиты: расширенная программа ДМС со стоматологией, стационаром и помощью на дому, страхование родственников, компенсация оплаты фитнеса;</li> <li>комфортный, современный офис с полноценной кухней, фруктами и перекусами;</li> <li>душевные корпоративы – дважды в год мы собираем сотрудников всех офисов, чтобы обсудить важные рабочие моменты, поделиться новостями, а также приятно провести время и повеселиться.</li> </ul>",https://hh.ru/vacancy/117213641,2025-04-14,"['BPMN', 'UML', 'Системный анализ', 'Use case', 'User Story', 'Atlassian Jira']",Системный аналитик
117220744,Middle\Senior BI Analyst,,,,Контакт,Санкт-Петербург,От 1 года до 3 лет,Полная занятость,"<p>Мы строим современную и технологичную финтех-компанию <strong>ИТ Контакт</strong>. С 2019 года мы активно разрабатываем, внедряем и поддерживаем продукты для цифровой трансформации кредитования в российском и зарубежном сегменте ипотечного рынка. Нас уже более 450 человек и мы продолжаем активно расти, увеличивая разнообразие проектов. Наши клиенты - компании по всему миру.</p> <p>В связи со стремительным ростом компании мы находимся в поисках <strong>Middle BI Analyst </strong>в нашу команду.</p> <p><strong>Где нанимаем?</strong></p> <p>Ищем нового коллегу в Санкт-Петербурге и собираем команду из таких же любителей офиса: любим общаться и обсуждать рабочие задачи лично, классно проводить время с единомышленниками за чашкой чая на кухне.</p> <p><strong>Кого ищем?</strong></p> <p>Мы ждём Data аналитика с опытом работы от 2-х лет, который:</p> <ul> <li>Имеет опыт работы с инструментами визуализации данных в Power BI;</li> <li>Уверенно знает SQL (желательно TSQL);</li> <li>Владеет навыками документирования, сбора бизнес-требований и работал напрямую с заказчиком;</li> <li>Владеет инструментами Jira и Confluence;</li> <li>Обладает аналитическими и организаторскими способностями;</li> <li>Умеет презентовать результат бизнес заказчику.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Уверенное владение DAX / M;</li> <li>Опыт работы в Power Automate;</li> <li>Опыт интеграции с различными системами, разработки ETL инструментов;</li> <li>Опыт работы с Rest API;</li> <li>Опыт работы в ипотечной, страховой или банковской сфере;</li> <li>Умение декомпозировать задачу и выставлять приоритеты.</li> </ul> <p><strong>Чем вы будете заниматься:</strong></p> <ul> <li>Сбор бизнес требований, выявление оптимальных решений и их реализация;</li> <li>Визуализация для бизнеса отчетов, формирование выгрузок, e-mail рассылок (Power BI);</li> <li>Реализация загрузки данных в DWH (Power Automate, Decisions, Python)</li> <li>Оптимизация имеющихся решений, поиск и устранение bottleneck;</li> <li>Формирование пользовательской и внутренней документации, описание имеющихся процессов (Confluence);</li> <li>Созданием инструментов для хранения данных, загрузка и движение данных по слоям DWH;</li> <li>Анализ данных, выявление патернов, разработка алгоритмов по улучшению качества данных (SQL);</li> <li>Внедрение и развитие Data Catalog:</li> <li>Построение процессов Data Governance и Data Quality;</li> </ul> <p><strong>Чем мы можем Вас заинтересовать?</strong></p> <ul> <li>Аккредитованная IT-компания;</li> <li>Комфортный офис в центре Санкт-Петербурга;</li> <li>Предсказуемый график работы 5/2;</li> <li>Мультикультурная амбициозная команда;</li> <li>Общение на иностранных языках с коллегами и клиентами;</li> <li>Внутреннее комьюнити для сотрудников: кафетерий льгот для сотрудников, сообщества по интересам, участие в спортивных турнирах, благотворительные программы и т.д.</li> </ul>",https://hh.ru/vacancy/117220744,2025-04-15,"['Power BI', 'SQL', 'Jira', 'Confluence']",BI-аналитик
117222349,Стажер Data engineer [Финансовые данные и аналитика],,,,МТС,Псков,Нет опыта,Полная занятость,"<p>BI-продукт аналитической бухгалтерской отчетности. Ключевые функции системы - формирование проводок для модуля &quot;Дебиторы&quot; и модуля &quot;Запасы&quot; в OEBS.</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>работать с данными, инцидентами и пользователями;</li> <li>проектировать базы данных в соответствии с требованиями;</li> <li>проводить мониторинг производительности и диагностировать проблемы связанных с базами данных;</li> <li>заниматься созданием и настройкой ETL процесса данных.</li> </ul> <p><strong>Мы ждем от кандидата:</strong></p> <ul> <li>уверенное знание одной из СУБД ( SQL, PostgreSQL);</li> <li>уверенное знание командной строки (например BASH);</li> <li>высшее техническое\незаконченное высшее\среднее специальное по ИТ.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>удобный график — работай от 30 до 40 часов в неделю, график можно менять, как тебе удобно;</li> <li>корпоративную связь единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium;</li> <li>развитие в командах профессионалов — коллеги и наставники всегда готовы делиться опытом;</li> <li>непрерывное развитие — доступ к курсам и вебинарам корпоративного университета, а также к библиотеке с полезными книгами и периодикой.</li> </ul>",https://hh.ru/vacancy/117222349,2025-03-26,[],"Data Analyst, Финансовый аналитик"
117224348,Ведущий продуктовый аналитик,,,,Совкомбанк,Москва,От 3 до 6 лет,Полная занятость,"<p><strong>Департамент продуктового развития Совкомбанка ищет ведущего продуктового аналитика, в зоне ответственности которого будет исследование поведения пользователей, генерация и проверка гипотез, создание понятных дашбордов, совместная работа с discovery командой, наставничество существующей команды аналитиков.</strong></p> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li> <p>Помогать discovery командам: исследовать пользовательское поведение, сегментировать аудиторию, формулировать гипотезы, искать точки роста и проблемные места в продукте, и участвовать в поиске решений</p> </li> <li> <p>Интерпретировать и презентовать результаты своих исследований</p> </li> <li> <p>Создавать и улучшать витрины данных (дашборды), контролировать качество и целостность данных.</p> </li> <li> <p>Участвовать в создании иерархии метрик продуктов и направлений. Внедрять новые метрики для постоянного отслеживания;</p> </li> <li> <p>Дизайнить, запускать и подводить итоги AB-тестов. Определять прокси и контр метрики, описывать события для разработки</p> </li> <li> <p>Собирать ad-hoc аналитику, выгружать сегменты пользователей по критериям</p> </li> <li> <p>Следить за культурой использования метрик в командах</p> </li> </ul> <p><strong>Мы ждем, что ты:</strong></p> <ul> <li> <p>Имеешь опыт работы аналитиком более 4х лет, отлично знаешь SQL, Pyton, есть опыт запусков AB-тестов, опыт работы с Excel: сводные таблицы, ВПР, сложные формулы</p> </li> <li> <p>Умеешь определять, какие метрики нужно отслеживать</p> </li> <li> <p>Умеешь строить понятные дашборды, есть опыт работы с Апп.Метрикой и Яндекс.Метрикой</p> </li> <li> <p>Понимаешь пользовательский взгляд на продукт, стараешься вникнуть в пользу тех или иных фич для пользователя. Понимаешь как работает бизнес и зачем ему те или иные решения</p> </li> <li> <p>Если что-то не знаешь — не боишься спросить. В любой ситуации.</p> </li> <li> <p>Набил шишек и понимаешь, и понимаешь как нужно делать, чтобы потом не переделывать.</p> </li> <li> <p>Критически подходишь к своим идеям, обсуждаешь решения с коллегами чтобы находить лучшие подходы.</p> </li> <li> <p>Умеешь аргументированно отстаивать собственную точку зрения и слышать чужие</p> </li> <li> <p>Разумно и внимательно подходишь к работе, делаешь переиспользуемые решения, стремишься к порядку и улучшению.</p> </li> </ul> <p><strong>Будет плюсом, если:</strong></p> <ul> <li> <p>Есть опыт работы с FinTech продуктами и понимание специфики этой отрасли.</p> </li> <li> <p>Умеешь оценивать результаты запуска без A/B</p> </li> <li> <p>Умеешь использовать статистику и математическое моделирование для глубокого исследования данных</p> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное оформление с первого рабочего дня;</li> <li>Обучение в нашем Учебном центре и прокачку своих навыков;</li> <li>График работы 5/2(возможен гибрид);</li> <li>Бесплатный полис ДМС;</li> <li>Отдых летом на море и зимой на горнолыжных курортах при финансовой поддержке от Банка;</li> <li>Компенсацию расходов на абонемент в спортзал, детский отдых и изучение английского языка;</li> <li>Соц.программы по самым выгодным условиям от Банка: кредит, автокредит, страхование и другие банковские продукты;</li> <li>Финансовую поддержку от Банка в различных жизненных ситуациях;</li> <li>Участие в корпоративных забегах, турнирах по шахматам, футбольных и волейбольных матчах;</li> <li>Свободное общение с Руководством Банка: предлагай любые идеи и реализовывай интересные проекты;</li> <li>Путешествия по России, знакомства с новыми людьми, конкурсы и корпоративы – живи яркой корпоративной жизнью!</li> </ul>",https://hh.ru/vacancy/117224348,2025-04-01,[],Продуктовый аналитик
117232071,Data Scientist,,,,Data-Driven Lab,Москва,От 1 года до 3 лет,Полная занятость,"<p><strong>Data-Driven Lab – </strong>международная IT-компания с распределенными командами из разных стран.<br /><br />Мы используем передовые практики и реализуем масштабные проекты: наши самые известные продукты — это торговые платформы и финтех инструменты, доступные в 150 странах.<br /><br />Нам доверяют более 24 миллионов пользователей.<br /><br />В своей работе мы применяем исследования, анализ данных и ML, оптимизированный маркетинг и современный стек технологий для разработки наших продуктов.</p> <p><strong>Команда</strong></p> <p>В нашей мультикультурной команде более 400 человек по всему миру. Мы поставили перед собой амбициозные цели, поэтому собираем одну из сильнейших команд профессионалов.<br /><br />Наши задачи сконцентрированы вокруг анализа поведения пользователей наших продуктов и оптимизации рекламных кампаний. Мы занимаемся оценкой ценности и сегментацией пользователей, созданием кастомных моделей рекламных компаний.</p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>Построение и внедрение ML-моделей совместно с командой маркетинга для оптимизации затрат на рекламные кампании;</li> <li>Поиск точек роста ключевых бизнес метрик компании через применение МММ (marketing-mix-model);</li> <li>Разработка математических моделей прогнозирования (предиктивное моделирование), решений в области анализа данных, машинного обучения;</li> <li>Небольшое количество Ad-hoc задач, связанных с анализом данных, для лучшего погружения в наши процессы;</li> <li>Взаимодействие с внутренними заказчиками для согласования и формализации задач;</li> <li>Доведение моделей до production стадии, контроль работы моделей, оценка результатов.</li> </ul> <p><strong>Мы ожидаем от тебя:</strong></p> <ul> <li>Опыт работы на позиции ML инженера/Data Scientist’a от 2х лет;</li> <li>Опыт программирования на Python, в том числе опыт использования основных библиотек для работы с данными и машинного обучения, pandas, numpy, catboost, xgboost, pytorch, prophet;</li> <li>Опыт построения и успешного применения ML моделей в маркетинге;</li> <li>Знание и понимание методов машинного обучения;</li> <li>Опыта моделирования/проведения оценки качества моделей;</li> <li>Опыт работы с Airflow или с любым другим ETL-конвейером;</li> <li>Сильная математическая подготовка, уверенные знания в области математической статистики;</li> <li>Опыт работы BI инструментами (Tableau, Power BI);</li> <li>Опыт работы с SQL.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Опыт запуска ML моделей в продакшен и MLOps;</li> <li>Учеба на одном из факультетов: ФКН, ФИВТ, ФУПМ, ВМК;</li> <li>Опыт построения МММ (marketing-mix-model) моделей;</li> <li>Опыт работы с временными рядами;</li> <li>Опыт в проведении A\B тестов.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Реальную возможность для каждого влиять на результат и процессы;</p> </li> <li> <p>Высокую скорость и гибкость в принятии решений;</p> </li> <li> <p>Использование современных технологий и лучших мировых практик в работе;</p> </li> <li> <p>Работу в мультикультурной команде экспертов;</p> </li> <li> <p>Постоянные челенджи и возможность выбора инструментов и путей решения проблем;</p> </li> <li> <p>Возможность работы и трудоустройства в любой точке мира;</p> </li> <li> <p>Активную корпоративную жизнь: клубы по интересам, открытый микрофон, корпоративные ивенты;</p> </li> <li> <p>Комфортные условия: медицинская компенсация, конкурентная зарплата, уютные и удобные офисы, гибридный режим работы или полностью remote.</p> </li> </ul> <p><strong>Welcome to DDL!</strong></p>",https://hh.ru/vacancy/117232071,2025-04-14,"['Data Science', 'Machine Learning', 'Математическое моделирование', 'Прогнозирование', 'Математическая статистика', 'Python', 'Машинное обучение']",Data Scientist
117232191,Data Analyst,,,,Data-Driven Lab,Москва,От 3 до 6 лет,Полная занятость,"<p><strong>Data-Driven Lab – </strong>международная IT-компания с распределенными командами из разных стран.<br /><br />Мы используем передовые практики и реализуем масштабные проекты: наши самые известные продукты — это торговые платформы и финтех инструменты, доступные в 150 странах.<br /><br />Нам доверяют более 24 миллионов пользователей.</p> <p>Мы применяем исследования, анализ данных и ML, оптимизированный маркетинг и современный стек технологий для разработки наших продуктов.</p> <p><strong>Команда</strong></p> <p>В нашей мультикультурной команде более 400 человек по всему миру. Мы поставили перед собой амбициозные цели, поэтому собираем одну из сильнейших команд профессионалов.</p> <p><strong>Что нужно делать:</strong></p> <ul> <li>Заниматься построением продуктовой аналитики для CPO и других Product Owner&#39;ов;</li> <li>Участвовать в принятии продуктовых решений: A/B тестирование, оценка важности фичей, нахождение проблемных мест userflow;</li> <li>Зaниматься построением дешбородов и метрик для компании, поддержкой и созданием отчётности Tableau, Databricks;</li> <li>Выполнять Adhoc запросы;</li> <li>Помогать в формировании фактического слоя данных DWH.</li> </ul> <p><strong>Идеальный кандидат:</strong></p> <ul> <li>Опыт опыт работы на позиции аналитика данных/продуктового аналитика/Data Scientist&#39;a от 3 лет;</li> <li>Опыт программирования на Python;</li> <li>Опыт работы с системами отчетности: Tableau, QlickView или другие;</li> <li>Знание математической статистики.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Опыт работы со стейкхолдерами Top-level уровня;</li> <li>Опыт программирования на других языках;</li> <li>Опыт продуктовой разработки;</li> <li>Опыт работы в сфере трейдинга.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li> <p>Реальную возможность для каждого влиять на результат и процессы;</p> </li> <li> <p>Высокую скорость и гибкость в принятии решений;</p> </li> <li> <p>Использование современных технологий и лучших мировых практик в работе;</p> </li> <li> <p>Работу в мультикультурной команде экспертов;</p> </li> <li> <p>Постоянные челенджи и возможность выбора инструментов и путей решения проблем;</p> </li> <li> <p>Возможность работы и трудоустройства в любой точке мира;</p> </li> <li> <p>Активную корпоративную жизнь: клубы по интересам, открытый микрофон, корпоративные ивенты;</p> </li> <li> <p>Комфортные условия: медицинская компенсация, конкурентная зарплата, полностью удаленная работа.</p> </li> </ul> <p> </p>",https://hh.ru/vacancy/117232191,2025-04-14,"['SQL', 'Python', 'Математическая статистика', 'Tableau']",Data Analyst
